Area,Year,Month,Time,Crime Type,Latitude,Longitude,Cluster
OTHER,2023.0,7.0,,CYBER CRIME,12.9202,77.6489,0
OTHER,2024.0,1.0,,CASES OF HURT,12.9119,77.6389,0
OTHER,2022.0,8.0,,CASES OF HURT,12.9104,77.6339,0
OTHER,2024.0,2.0,,CRIMINAL TRESPASS,12.8922,77.6381,0
OTHER,2023.0,10.0,,CYBER CRIME,12.9202,77.6489,0
OTHER AREA,2023.0,12.0,,CYBER CRIME,12.9945,77.5412,-1
OTHER P.S. LIMITS,2023.0,12.0,,CRIMES RELATED TO WOMEN,12.9737,77.6221,-1
OTHERS,2019.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.2036,77.5766,-1
Old Airport Road,2023.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.946,77.64,-1
Old Airport Road,2020.0,11.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9703,77.6436,-1
Old Airport Road,2019.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9611,77.6381,-1
Old outer ring road,2024.0,2.0,,PUBLIC SAFETY,12.9357,77.5129,-1
Other,2023.0,11.0,,CYBER CRIME,12.9912,77.7132,0
Other,2023.0,10.0,,CYBER CRIME,13.0006,77.7261,0
Other,2023.0,11.0,,CYBER CRIME,12.9614,77.7237,0
Other,2024.0,2.0,,CYBER CRIME,13.021,77.7675,0
Other,2023.0,11.0,,CYBER CRIME,12.9696,77.6855,0
Others,2023.0,9.0,,CYBER CRIME,12.84,77.6632,-1
Others,2023.0,11.0,,CYBER CRIME,12.987,77.6482,-1
P AND T COLONY,2024.0,1.0,,THEFT,13.019,77.5942,-1
P G ROAD,2023.0,2.0,,THEFT,12.9342,77.5112,-1
P.F Layout,2023.0,1.0,,CHEATING,12.9699,77.5325,-1
P.F Layout,2023.0,1.0,,CRUELTY BY HUSBAND,12.9686,77.5322,-1
P.P LAYOUT,2024.0,1.0,,PUBLIC SAFETY,12.9111,77.5431,-1
PAAPA READY PALYA,2017.0,11.0,,THEFT,12.9723,77.508,-1
PANCHMUKHI GANESH TEMPLE,2018.0,1.0,,MOLESTATION,13.0088,77.5404,-1
PANCHMUKHI GANESH TEMPLE,2019.0,9.0,,PUBLIC SAFETY,13.0141,77.5423,-1
PANTHRAPALYA,2017.0,12.0,,THEFT,12.9441,77.5267,-1
PANTHRAPALYA,2023.0,11.0,,THEFT,12.956,77.5459,-1
PANTHRAPALYA,2017.0,2.0,,THEFT,12.952,77.537,-1
PAPAREDDYPALY,2023.0,10.0,,THEFT,12.9417,77.4919,-1
PARVATHIPURAM,2017.0,1.0,,CrPC,12.9545,77.5748,-1
PATTALAMMA LAYOUT,2020.0,6.0,,THEFT,12.9961,77.7489,-1
PEENYA INDUSTRIAL AREA,2023.0,2.0,,THEFT,13.0102,77.5007,-1
PILLAGANAHALLI,2023.0,12.0,,MISSING PERSON,12.8426,77.5768,-1
PIPELINE,2022.0,6.0,,SLAVERY,13.0063,77.5786,-1
PIPELINE,2022.0,9.0,,CASES OF HURT,12.997,77.5804,-1
PLACE ROAD GANDHINAGAR,2017.0,10.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9771,77.5762,-1
POORNAPURA.,2023.0,12.0,,THEFT,13.0437,77.5612,-1
POST OFFICE,2023.0,1.0,,THEFT,12.8981,77.542,-1
PRAKASHNAGAR,2020.0,8.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.985,77.5578,-1
PRASANTHANAGARA,2016.0,3.0,,MISSING PERSON,12.9789,77.5262,-1
PRASHANTNAGARA,2023.0,8.0,,PUBLIC SAFETY,12.9762,77.5265,-1
PULAKESHI NAGAR PS LIMITS,2023.0,9.0,,PUBLIC SAFETY,12.9987,77.6089,-1
Panathuru,2023.0,10.0,,CYBER CRIME,12.9509,77.7155,-1
Panathuru,2024.0,2.0,,THEFT,12.9517,77.7042,-1
Peenya Second Block,2022.0,5.0,,KIDNAPPING AND ABDUCTION,13.0261,77.5102,-1
Peenya Second Block,2017.0,11.0,,THEFT,13.0371,77.5196,-1
Peenya Second Block,2021.0,2.0,,KIDNAPPING AND ABDUCTION,13.0394,77.5094,-1
Peenya Second Block,2022.0,11.0,,CONSUMER,13.0387,77.5139,-1
Peenya Village,2022.0,1.0,,THEFT,13.0356,77.5183,0
Peenya Village,2022.0,6.0,,CASES OF HURT,13.033,77.521,0
Peenya Village,2017.0,9.0,,CHEATING,13.0392,77.5185,0
Peenya Village,2017.0,11.0,,CHEATING,13.0378,77.5233,0
Peenya Village,2022.0,9.0,,THEFT,13.03,77.52,0
Pipeline,2023.0,5.0,,KARNATAKA POLICE ACT 1963,13.0086,77.5692,-1
Police Road,2023.0,6.0,,THEFT,12.965,77.5722,-1
Power House,2021.0,4.0,,FOREIGNER,13.1992,77.7064,-1
Pramod Layout,2021.0,7.0,,THEFT,12.9447,77.5294,-1
Preethi Nagar,2021.0,5.0,,Disobedience to Order Promulgated by PublicServan,13.0114,77.5253,0
Preethi Nagar,2021.0,2.0,,MISSING PERSON,13.0114,77.5268,0
Preethi Nagar,2023.0,6.0,,KIDNAPPING AND ABDUCTION,13.0198,77.5264,0
Preethi Nagar,2021.0,4.0,,MOLESTATION,13.0147,77.5232,0
Preethi Nagar,2017.0,5.0,,THEFT,13.0055,77.5283,0
Preethi Nagar,2023.0,8.0,,CYBER CRIME,13.0145,77.5386,0
Preethi Nagar,2022.0,2.0,,CASES OF HURT,13.0069,77.5236,0
Pujamma Circle,2021.0,5.0,,Karnataka State Local Act,12.9596,77.5652,-1
Puttenahalli,2017.0,,,Ordinary Theft,12.93079,77.774284,-1
Puttenahalli,2015.0,,,Ordinary Theft,12.934049,77.548061,-1
Puttenahalli,2018.0,,,Ordinary Theft,12.922988,77.543718,-1
QUADRANT CIRCLE POLICE OUT POST,2023.0,8.0,,THEFT,12.9834,77.6095,-1
R G HALLI SIIAPURA TUBARAHALLI,2021.0,9.0,,THEFT,12.9555,77.7287,-1
R G HALLI SIIAPURA TUBARAHALLI,2023.0,7.0,,CYBER CRIME,12.9509,77.7162,-1
R G HALLI SIIAPURA TUBARAHALLI,2023.0,7.0,,CYBER CRIME,12.9496,77.7214,-1
R G HALLI SIIAPURA TUBARAHALLI,2018.0,8.0,,MISSING PERSON,12.9535,77.7181,-1
R M C YARD,2022.0,12.0,,PUBLIC SAFETY,13.0229,77.5568,0
R M C YARD,2018.0,12.0,,NEGLIGENT ACT,13.0261,77.544,0
R M C YARD,2017.0,4.0,,NEGLIGENT ACT,13.0291,77.5393,0
R M C YARD,2023.0,5.0,,PUBLIC SAFETY,13.0314,77.5405,0
R M C YARD,2016.0,9.0,,PUBLIC SAFETY,13.02,77.5555,0
R M C YARD,2022.0,8.0,,PUBLIC SAFETY,13.023,77.5567,0
R M C YARD,2019.0,11.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0336,77.5315,0
R M C YARD,2021.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0224,77.5329,0
R M C YARD,2020.0,8.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0144,77.571,0
R M C YARD,2017.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0212,77.5483,0
R M C YARD,2022.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0159,77.5627,0
R M C YARD,2022.0,8.0,,PUBLIC SAFETY,13.0195,77.5566,0
R M C YARD,2022.0,7.0,,PUBLIC SAFETY,13.0221,77.5565,0
R M C YARD,2023.0,7.0,,PUBLIC SAFETY,13.0188,77.5578,0
R M C YARD,2017.0,6.0,,NEGLIGENT ACT,13.0303,77.537,0
R M C YARD,2018.0,12.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0188,77.5532,0
R M C YARD,2016.0,9.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0229,77.5329,0
R M C YARD,2023.0,2.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0289,77.5617,0
R M C YARD,2017.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.021,77.5561,0
R P C LAYOUT,2023.0,9.0,,PUBLIC SAFETY,12.9662,77.5357,-1
R V Road,2021.0,8.0,,MOLESTATION,12.9397,77.5773,-1
R V SHETTY LAYOUT,2023.0,8.0,,KARNATAKA POLICE ACT 1963,12.9803,77.5723,-1
R V SHETTY LAYOUT,2020.0,3.0,,KARNATAKA POLICE ACT 1963,12.988,77.5736,-1
R.K Matta,2022.0,1.0,,Failure to appear to Court,12.9495,77.5632,-1
R.K Matta,2018.0,11.0,,CHEATING,12.9516,77.5674,-1
R.K.HEGADE NAGAR,2024.0,2.0,,THEFT,13.059,77.6354,-1
R.P.C.LAYOUT,2022.0,2.0,,CHEATING,12.9641,77.5379,-1
R.P.C.LAYOUT,2022.0,7.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9518,77.5518,-1
R.R.NAGARA,2019.0,7.0,,KIDNAPPING AND ABDUCTION,12.9018,77.5202,0
R.R.NAGARA,2018.0,10.0,,CRIMINAL BREACH OF TRUST,12.9188,77.511,0
R.R.NAGARA,2023.0,10.0,,CYBER CRIME,12.9096,77.5131,0
R.R.NAGARA,2018.0,10.0,,ROBBERY,12.9167,77.5217,0
R.R.NAGARA,2024.0,1.0,,THEFT,12.909,77.5211,0
R.T.nagar,2016.0,9.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0207,77.5924,0
R.T.nagar,2019.0,4.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0229,77.6008,0
R.T.nagar,2017.0,4.0,,NEGLIGENT ACT,13.0249,77.5929,0
R.T.nagar,2022.0,7.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0222,77.5845,0
R.T.nagar,2016.0,12.0,,PUBLIC SAFETY,13.0393,77.5895,0
R.T.nagar,2016.0,11.0,,PUBLIC SAFETY,13.027,77.5857,0
R.T.nagar,2020.0,2.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0382,77.5895,0
R.T.nagar,2016.0,10.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0393,77.5895,0
R.T.nagar,2016.0,4.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.027,77.5857,0
R.T.nagar,2016.0,7.0,,PUBLIC SAFETY,13.0393,77.5895,0
R.V ROAD,2017.0,5.0,,NEGLIGENT ACT,12.9426,77.5711,-1
R.V ROAD,2017.0,5.0,,NEGLIGENT ACT,12.9437,77.5711,-1
R.V ROAD,2018.0,9.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9393,77.5667,-1
RACE COURSE ROAD,2021.0,11.0,,CASES OF HURT,12.9802,77.5852,-1
RACE COURSE ROAD,2023.0,6.0,,COPY RIGHT ACT 1957,12.9852,77.5795,-1
RACE COURSE ROAD,2023.0,6.0,,COMMUNAL / RELIGION,12.9841,77.5784,-1
RAHDA REDDY LAYOUT,2022.0,11.0,,MISSING PERSON,12.9004,77.6876,-1
RAHDA REDDY LAYOUT,2019.0,7.0,,THEFT,12.9035,77.6881,-1
RAJAGOPALA NAGARA,2020.0,1.0,,THEFT,13.0138,77.5197,-1
RAJAGOPALA NAGARA,2022.0,10.0,,MISSING PERSON,13.003,77.504,-1
RAJAJINAGAR D BLOCK,2024.0,2.0,,KARNATAKA POLICE ACT 1963,12.998,77.5515,-1
RAJAJINAGAR R BLOCK,2017.0,9.0,,ROBBERY,13.0094,77.549,-1
RAJAJINAGAR R BLOCK,2024.0,3.0,,WRONGFUL RESTRAINT/CONFINEMENT,13.0015,77.5531,-1
RAJAJINAGARA,2022.0,6.0,,PUBLIC SAFETY,12.9912,77.5577,-1
RAJAPURA,2022.0,1.0,,BURGLARY - DAY,12.7721,77.641,-1
RAJENDRA NAGARA,2021.0,7.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9496,77.6161,-1
RAJENDRA NAGARA,2023.0,11.0,,PUBLIC SAFETY,12.9379,77.6175,-1
RAJENDRA NAGARA,2023.0,7.0,,THEFT,12.9271,77.6238,-1
RAMAGONDANAHALLI,2023.0,5.0,,MISSING PERSON,12.9691,77.7404,-1
RAMAGONDANAHALLI,2023.0,1.0,,KARNATAKA POLICE ACT 1963,12.9796,77.7378,-1
RAMAGONDANAHALLI,2022.0,9.0,,CHEATING,12.952,77.7209,-1
RAMCHANDRAPURA,2023.0,12.0,,PUBLIC SAFETY,12.9913,77.5663,-1
RANGARAO ROAD,2022.0,7.0,,ROBBERY,12.954,77.5714,-1
RANOJI RAO ROAD,2023.0,11.0,,MISSING PERSON,12.9476,77.5688,-1
REVANNA LAYOUT,2023.0,5.0,,ATTEMPT TO MURDER,13.0171,77.6856,-1
RHP ROAD,2020.0,10.0,,BURGLARY - NIGHT,12.9734,77.6015,-1
ROSE GARDEN NEELASANDRA,2020.0,9.0,,THEFT,12.9573,77.6144,-1
ROSE GARDEN NEELASANDRA,2023.0,7.0,,THEFT,12.9547,77.6153,-1
RP ROAD,2023.0,7.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9273,77.4732,0
RP ROAD,2018.0,1.0,,Karnataka State Local Act,12.9319,77.4878,0
RP ROAD,2020.0,10.0,,ROBBERY,12.9213,77.4844,0
RP ROAD,2017.0,9.0,,CASES OF HURT,12.9187,77.4732,0
RP ROAD,2023.0,6.0,,THEFT,12.9225,77.4843,0
RUDRAPPA GARDEN,2024.0,2.0,,CASES OF HURT,12.9563,77.5567,-1
RV COLLEGE BUS STOP,2022.0,5.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.916,77.498,-1
Raghuvanahalli,2023.0,11.0,,CHEATING,13.0735,77.742,-1
Ramaiah layout,2021.0,3.0,,MISSING PERSON,12.926,77.6062,-1
Ramaiah layout,2023.0,12.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9239,77.6097,-1
Rampura,2020.0,9.0,,ROBBERY,13.0617,77.7166,-1
Rampura,2024.0,3.0,,CASES OF HURT,13.0611,77.7159,-1
Richmand road,2017.0,2.0,,THEFT,12.9711,77.6186,-1
Richmond town,2023.0,11.0,,THEFT,12.9748,77.6105,-1
Roopena Agrahara,2021.0,7.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.909,77.6243,-1
S C ROAD,2023.0,10.0,,CRIMINAL INTIMIDATION,12.9926,77.5729,-1
S M ROAD,2021.0,3.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0409,77.545,-1
S M ROAD,2018.0,5.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0456,77.5411,-1
S M ROAD,2020.0,12.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.044,77.5547,-1
S R Nagara,2021.0,3.0,,CHEATING,12.966,77.5913,-1
S R Nagara,2020.0,2.0,,THEFT,12.9625,77.5915,-1
S R Nagara,2022.0,11.0,,Failure to appear to Court,12.963,77.5922,-1
S S TEMPLE ROAD,2023.0,4.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9525,77.574,-1
S.BANGIPURA,2023.0,10.0,,ROBBERY,12.8374,77.64,-1
S.V.G Nagar,2022.0,9.0,,CASES OF HURT,12.9716,77.5239,-1
SADASHIVANAGAR,2023.0,8.0,,THEFT,13.0095,77.5858,0
SADASHIVANAGAR,2020.0,3.0,,THEFT,12.9989,77.5921,0
SADASHIVANAGAR,2019.0,8.0,,THEFT,13.0068,77.5847,0
SADASHIVANAGAR,2020.0,11.0,,CRIMES RELATED TO WOMEN,13.0374,77.564,0
SADASHIVANAGAR,2023.0,9.0,,Karnataka State Local Act,13.0144,77.5838,0
SADASHIVANAGAR,2024.0,3.0,,CYBER CRIME,13.0149,77.5726,0
SAMPIGEHALLI,2023.0,10.0,,CYBER CRIME,13.0757,77.6334,-1
SANJAYA NAGAR,2017.0,2.0,,NEGLIGENT ACT,13.0414,77.588,-1
SANJAYA NAGAR,2016.0,6.0,,PUBLIC SAFETY,13.0268,77.5797,-1
SANJAYA NAGAR,2020.0,3.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0461,77.5657,-1
SARJAPURA,2022.0,11.0,,CRIMINAL TRESPASS,13.0162,77.7249,-1
SATELITE BUS STAND,2017.0,11.0,,THEFT,12.9469,77.5386,-1
SATELITE BUS STAND,2018.0,12.0,,NEGLIGENT ACT,12.9552,77.5446,-1
SATELITE BUS STAND,2018.0,12.0,,KIDNAPPING AND ABDUCTION,12.9485,77.5396,-1
SECOND BLOCK,2019.0,4.0,,ROBBERY,12.985,77.5578,-1
SECOND BLOCK,2016.0,6.0,,THEFT,12.9901,77.554,-1
SECOND BLOCK,2021.0,9.0,,MISSING PERSON,12.985,77.5578,-1
SERPENTAIN ROAD,2022.0,3.0,,CRIMINAL BREACH OF TRUST,12.9954,77.5777,-1
SHAMBUPALYA,2023.0,11.0,,KARNATAKA POLICE ACT 1963,12.9546,77.5768,-1
SHAMBUPALYA,2018.0,10.0,,THEFT,12.9632,77.5786,-1
SHANKARA NAGARA,2017.0,9.0,,THEFT,13.0125,77.5434,-1
SHANKARMUT ROAD,2023.0,8.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9507,77.5729,-1
SHIRKE,2023.0,9.0,,THEFT,12.929,77.4925,-1
SHIRKE APPARTMENTS,2023.0,9.0,,CYBER CRIME,12.9015,77.4873,-1
SHIVANAGARA,2019.0,7.0,,CRIMES RELATED TO WOMEN,12.9853,77.5439,-1
SIDDAIAH ROAD LEFT SIDE,2023.0,12.0,,CHEATING,12.9603,77.601,-1
SILIVER JUBILI ROAD,2023.0,4.0,,PUBLIC SAFETY,12.9641,77.5818,-1
SILUVEPURA,2021.0,6.0,,MISSING PERSON,13.0791,77.5132,-1
SILUVEPURA,2018.0,11.0,,MISSING PERSON,13.0791,77.5132,-1
SILUVEPURA,2021.0,3.0,,CHEATING,13.0791,77.5132,-1
SINGASANDRA,2022.0,3.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.8474,77.6821,-1
SINGASANDRA,2021.0,4.0,,MISSING PERSON,12.8736,77.6573,-1
SINGENA AGRAHARA,2023.0,4.0,,THEFT,12.8759,77.7255,-1
SINGENA AGRAHARA,2019.0,8.0,,SUICIDE,12.8613,77.707,-1
SINGENA AGRAHARA,2021.0,4.0,,THEFT,12.867,77.7018,-1
SINGRAHALLI,2022.0,5.0,,MISSING PERSON,13.2111,77.5978,-1
SOMASUNDARAPALYA,2023.0,4.0,,KIDNAPPING AND ABDUCTION,12.8988,77.6516,-1
SOUTH DVN,2024.0,2.0,,CYBER CRIME,12.8444,77.5348,0
SOUTH DVN,2023.0,11.0,,CYBER CRIME,12.9238,77.5637,0
SOUTH DVN,2023.0,12.0,,CYBER CRIME,12.914,77.5473,0
SOUTH DVN,2023.0,12.0,,CYBER CRIME,12.925,77.5787,0
SOUTH DVN,2023.0,11.0,,CYBER CRIME,12.8771,77.6391,0
SOUTH DVN,2024.0,1.0,,CYBER CRIME,12.8994,77.5576,0
SOUTH DVN,2024.0,3.0,,CYBER CRIME,12.9223,77.5607,0
SOUTH DVN,2023.0,11.0,,CYBER CRIME,12.9518,77.62,0
SOUTH DVN,2024.0,2.0,,CYBER CRIME,12.9001,77.5692,0
SREEGANDHADA KAVAL,2022.0,3.0,,KIDNAPPING AND ABDUCTION,12.9894,77.5017,-1
SRINAGARA,2022.0,6.0,,ATTEMPT TO MURDER,12.9441,77.5543,-1
SRINAGARA,2022.0,12.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9443,77.5551,-1
SRINIDHI LAYOUT,2017.0,3.0,,THEFT,13.0764,77.5568,-1
SRINIDHI LAYOUT,2023.0,10.0,,CYBER CRIME,12.9106,77.5755,-1
SRINIVASA NAGARA,2024.0,1.0,,MURDER,12.9382,77.5565,-1
SRIRAMPURA,2023.0,11.0,,CASES OF HURT,12.9923,77.569,-1
SUBASH NAGARA,2019.0,3.0,,THEFT,12.9315,77.4951,-1
SUBRAMANYA NAGAR,2017.0,12.0,,THEFT,13.0089,77.5556,-1
SUBRAMANYA NAGAR,2024.0,3.0,,CRUELTY BY HUSBAND,13.0038,77.5537,-1
SUBRAMANYANAGAR,2024.0,2.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0124,77.5562,-1
SULTHANPALYA,2019.0,4.0,,CASES OF HURT,13.0274,77.597,-1
SULTHANPET POOTPATH,2021.0,10.0,,COPY RIGHT ACT 1957,12.9659,77.5773,-1
SUNKADAKATTE,2022.0,8.0,,THEFT,12.9896,77.5052,-1
SUNKADAKATTE,2023.0,6.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9951,77.5137,-1
SUNKADAKATTE,2022.0,7.0,,THEFT,12.9958,77.5025,-1
SUNKENAHALLI,2022.0,11.0,,CASES OF HURT,12.9443,77.5612,-1
Safina Tower,2021.0,1.0,,CHEATING,12.9836,77.5967,-1
Satelite Bus Stand,2019.0,8.0,,MISSING PERSON,12.9532,77.5437,-1
Satelite Bus Stand,2023.0,3.0,,KARNATAKA POLICE ACT 1963,12.953,77.5428,-1
Service Road,2023.0,4.0,,KARNATAKA POLICE ACT 1963,12.9853,77.5426,-1
Seventh Block Jayanagar,2019.0,6.0,,CHEATING,12.9255,77.587,-1
Shamanna Garden,2023.0,6.0,,CASES OF HURT,12.959,77.5439,-1
Shankarapua,2015.0,,,Kidnap,12.90795681,77.53644101,-1
Siddapura,2015.0,,,Kidnap,12.95226481,77.56999599,-1
Siddapura,2018.0,,,Kidnap,12.938148,77.534806,-1
Siddapura,2018.0,,,Kidnap,12.892905,77.561042,-1
Siddapura,2019.0,,,Kidnap,12.94165,77.56075,-1
Singanayakanahalli,2023.0,10.0,,BURGLARY - DAY,13.1509,77.5698,-1
Southeast,2023.0,7.0,,CYBER CRIME,12.9121,77.6446,0
Southeast,2024.0,1.0,,CYBER CRIME,12.8497,77.5644,0
Southeast,2023.0,12.0,,CYBER CRIME,12.9209,77.6532,0
Southeast,2024.0,1.0,,CYBER CRIME,12.8804,77.6164,0
Southeast,2023.0,11.0,,CYBER CRIME,12.9122,77.6456,0
St. Marks Road,2019.0,3.0,,POCSO,12.9711,77.5966,-1
St. Marks Road,2018.0,4.0,,CrPC,12.973,77.5998,-1
Subramanyapura,2015.0,,,Assault,12.89957983,77.57417171,0
Subramanyapura,2016.0,,,Assault,12.944557,77.593306,0
Subramanyapura,2017.0,,,Assault,12.94464,77.588556,0
Subramanyapura,2019.0,,,Assault,12.91564682,77.53910415,0
Subramanyapura,2018.0,,,Assault,12.931904,77.585883,0
Subramanyapura,2018.0,,,Assault,12.90931424,77.55526626,0
Subramanyapura,2015.0,,,Assault,12.935734,77.590385,0
Subramanyapura,2017.0,,,Assault,12.863971,77.541557,0
Suggatta,2024.0,1.0,,CASES OF HURT,13.1691,77.635,-1
T B ROAD,2023.0,11.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9756,77.5748,-1
T DASARAHALLI,2022.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0578,77.5213,0
T DASARAHALLI,2022.0,7.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0291,77.4833,0
T DASARAHALLI,2016.0,3.0,,PUBLIC SAFETY,13.0454,77.5073,0
T DASARAHALLI,2023.0,1.0,,PUBLIC SAFETY,13.0414,77.5173,0
T DASARAHALLI,2017.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0472,77.5016,0
T DASARAHALLI,2016.0,8.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0347,77.5298,0
T DASARAHALLI,2016.0,3.0,,PUBLIC SAFETY,13.0454,77.5073,0
T DASARAHALLI,2017.0,8.0,,NEGLIGENT ACT,13.0454,77.5073,0
T DASARAHALLI,2016.0,9.0,,PUBLIC SAFETY,13.0458,77.5059,0
T DASARAHALLI,2023.0,4.0,,PUBLIC SAFETY,13.043,77.5071,0
T DASARAHALLI,2017.0,1.0,,NEGLIGENT ACT,13.0396,77.5183,0
T DASARAHALLI,2017.0,11.0,,NEGLIGENT ACT,13.0441,77.5158,0
T DASARAHALLI,2023.0,4.0,,PUBLIC SAFETY,13.0347,77.5297,0
T DASARAHALLI,2023.0,12.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0412,77.5284,0
T DASARAHALLI,2016.0,12.0,,PUBLIC SAFETY,13.0453,77.5067,0
T DASARAHALLI,2017.0,7.0,,NEGLIGENT ACT,13.011,77.5072,0
T DASARAHALLI,2018.0,3.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0498,77.5077,0
T DASARAHALLI,2022.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0399,77.5183,0
T RAMAIAH GARDEN,2024.0,2.0,,CYBER CRIME,12.8662,77.6173,-1
T.C.PALY,2020.0,3.0,,CRUELTY BY HUSBAND,13.0104,77.7028,-1
T.C.PALY,2023.0,12.0,,CHEATING,13.0238,77.7042,-1
T.C.PALY,2019.0,5.0,,THEFT,13.0104,77.7028,-1
T.C.PALYA,2018.0,8.0,,KIDNAPPING AND ABDUCTION,13.0104,77.7028,0
T.C.PALYA,2017.0,7.0,,CrPC,13.0242,77.693,0
T.C.PALYA,2016.0,9.0,,MISSING PERSON,13.0452,77.693,0
T.C.PALYA,2018.0,5.0,,THEFT,13.0091,77.6885,0
T.C.PALYA,2023.0,4.0,,MISSING PERSON,13.0091,77.6933,0
T.C.PALYA,2022.0,6.0,,ROBBERY,13.0234,77.7014,0
T.C.PALYA,2017.0,6.0,,THEFT,13.0077,77.6974,0
T.Dasarahalli,2017.0,12.0,,CRIMES RELATED TO WOMEN,13.0313,77.4867,0
T.Dasarahalli,2019.0,5.0,,CRUELTY BY HUSBAND,13.036,77.4832,0
T.Dasarahalli,2022.0,10.0,,CHEATING,13.0378,77.4832,0
T.Dasarahalli,2021.0,9.0,,MISSING PERSON,13.0362,77.4886,0
T.Dasarahalli,2021.0,3.0,,Karnataka State Local Act,13.0357,77.4852,0
TARABANA HALLI,2019.0,12.0,,ANIMAL,13.072,77.5118,-1
TAVAREKERE,2016.0,4.0,,RIOTS,12.9309,77.609,-1
TAVAREKERE,2016.0,4.0,,MISSING PERSON,12.9315,77.6087,-1
THAYAPPA GARDEN,2022.0,8.0,,THEFT,12.9579,77.6016,-1
THIMAIAH GARDEN,2023.0,6.0,,MISSING PERSON,13.0192,77.5947,-1
THIMMASANDRA,2021.0,2.0,,KARNATAKA POLICE ACT 1963,13.1266,77.5109,-1
THIMMASANDRA,2020.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.1475,77.5646,-1
THIRD BLOCK,2023.0,10.0,,BURGLARY - NIGHT,12.9849,77.5544,-1
THIRD BLOCK,2017.0,11.0,,THEFT,12.9901,77.554,-1
TILAKNAGAR,2024.0,1.0,,MISSING PERSON,12.9184,77.5942,-1
TIPPUNAGAR,2020.0,6.0,,MISSING PERSON,12.9136,77.5649,-1
TMN Street,2018.0,9.0,,CASES OF HURT,12.9693,77.6536,-1
Tarabanahalli,2023.0,10.0,,THEFT,13.1898,77.6751,-1
Telecom layout,2020.0,1.0,,MISSING PERSON,13.0718,77.6163,-1
Thalaghtappura,2016.0,,,Assault,12.90769453,77.57198522,-1
Thalaghtappura,2019.0,,,Assault,12.91093595,77.56466969,-1
Thalaghtappura,2019.0,,,Assault,12.942391,77.548947,-1
Thalaghtappura,2019.0,,,Assault,12.902726,77.582888,-1
Thimmaiah Road,2016.0,11.0,,THEFT,12.9934,77.5368,-1
