Area,year,Crime Type,Latitude,Longitude
Harlem Park,2016,AGG. ASSAULT,39.29687,-76.63908
Harlem Park,2016,ROBBERY - CARJACKING,39.29505,-76.6325
Harlem Park,2013,BURGLARY,39.2988,-76.64476
Harlem Park,2014,LARCENY,39.29605,-76.63993
Harlem Park,2015,LARCENY,39.29697,-76.64669
Harlem Park,2012,AUTO THEFT,39.29642,-76.6342
Harlem Park,2012,ROBBERY - STREET,39.29541,-76.64013
Harlem Park,2014,AUTO THEFT,39.29778,-76.64174
Harlem Park,2012,AGG. ASSAULT,39.29456,-76.63849
Harlem Park,2013,BURGLARY,39.29896,-76.64023
Harlem Park,2014,ASSAULT BY THREAT,39.29569,-76.64548
Harlem Park,2015,LARCENY,39.29656,-76.6429
Harlem Park,2017,COMMON ASSAULT,39.29786,-76.6401
Harlem Park,2012,COMMON ASSAULT,39.29656,-76.6429
Harlem Park,2012,AGG. ASSAULT,39.29656,-76.6429
Harwood,2014,LARCENY,39.32036,-76.61298
Harwood,2013,LARCENY FROM AUTO,39.31959,-76.6095
Harwood,2013,AGG. ASSAULT,39.32159,-76.61079
Harwood,2012,AGG. ASSAULT,39.32278,-76.6123
Harwood,2012,BURGLARY,39.3186,-76.61107
Harwood,2013,ROBBERY - STREET,39.32218,-76.61088
Harwood,2015,COMMON ASSAULT,39.31806,-76.61177
Harwood,2013,BURGLARY,39.3189,-76.61114
Harwood,2012,COMMON ASSAULT,39.31807,-76.61158
Harwood,2015,ROBBERY - STREET,39.32146,-76.61184
Harwood,2016,HOMICIDE,39.32038,-76.60951
Harwood,2014,AGG. ASSAULT,39.32218,-76.61054
Harwood,2012,LARCENY,39.32091,-76.61055
Harwood,2017,LARCENY,39.31964,-76.61108
Harwood,2016,LARCENY,39.32144,-76.61214
Harwood,2017,LARCENY,39.32149,-76.61224
Harwood,2013,BURGLARY,39.32007,-76.61042
Harwood,2016,AUTO THEFT,39.31883,-76.6095
Harwood,2012,ROBBERY - STREET,39.32094,-76.61302
Harwood,2013,AGG. ASSAULT,39.32101,-76.60951
Harwood,2013,LARCENY,39.32282,-76.6103
Harwood,2013,BURGLARY,39.32145,-76.61208
Harwood,2014,COMMON ASSAULT,39.32017,-76.612
Harwood,2015,COMMON ASSAULT,39.32097,-76.61065
Harwood,2015,COMMON ASSAULT,39.32116,-76.61108
Harwood,2016,SHOOTING,39.32038,-76.60951
Harwood,2017,LARCENY FROM AUTO,39.31809,-76.611
Harwood,2014,BURGLARY,39.31869,-76.61114
Harwood,2014,LARCENY,39.31812,-76.61021
Harwood,2017,AGG. ASSAULT,39.31825,-76.6095
Harwood,2017,BURGLARY,39.32274,-76.61205
Harwood,2017,AGG. ASSAULT,39.31825,-76.6095
Harwood,2012,BURGLARY,39.32208,-76.61222
Harwood,2014,ROBBERY - STREET,39.31825,-76.6095
Harwood,2017,AGG. ASSAULT,39.32022,-76.61225
Harwood,2014,AUTO THEFT,39.32273,-76.61221
Harwood,2014,AGG. ASSAULT,39.31812,-76.61021
Harwood,2012,BURGLARY,39.3215,-76.61212
Harwood,2012,ROBBERY - STREET,39.32097,-76.60951
Harwood,2017,LARCENY FROM AUTO,39.3188,-76.61287
Harwood,2015,BURGLARY,39.32153,-76.61074
Harwood,2013,BURGLARY,39.32209,-76.61207
Harwood,2012,COMMON ASSAULT,39.31806,-76.61177
Harwood,2016,LARCENY,39.32149,-76.61224
Harwood,2014,AGG. ASSAULT,39.31852,-76.61107
Harwood,2015,ROBBERY - COMMERCIAL,39.3196,-76.61222
Harwood,2016,COMMON ASSAULT,39.32022,-76.61225
Harwood,2014,COMMON ASSAULT,39.31964,-76.61115
Harwood,2014,AGG. ASSAULT,39.3209,-76.60999
Harwood,2012,COMMON ASSAULT,39.31825,-76.6095
Harwood,2016,LARCENY,39.32044,-76.60951
Harwood,2014,LARCENY,39.31914,-76.6095
Harwood,2017,AGG. ASSAULT,39.32277,-76.6104
Harwood,2012,LARCENY FROM AUTO,39.32213,-76.61234
Harwood,2012,ROBBERY - STREET,39.32104,-76.61108
Harwood,2015,AGG. ASSAULT,39.32215,-76.61187
Harwood,2016,AGG. ASSAULT,39.32152,-76.61027
Harwood,2016,AGG. ASSAULT,39.31964,-76.61115
Harwood,2016,COMMON ASSAULT,39.32032,-76.61298
Harwood,2017,ROBBERY - RESIDENCE,39.32116,-76.61108
Harwood,2014,LARCENY FROM AUTO,39.31825,-76.6095
Harwood,2015,LARCENY,39.31901,-76.61046
Harwood,2016,LARCENY,39.32083,-76.61108
Harwood,2016,LARCENY,39.32218,-76.61083
Harwood,2017,AGG. ASSAULT,39.31809,-76.611
Harwood,2014,ROBBERY - COMMERCIAL,39.32099,-76.61108
Harwood,2013,BURGLARY,39.32001,-76.61028
Harwood,2016,COMMON ASSAULT,39.3209,-76.61012
Harwood,2015,BURGLARY,39.32007,-76.61054
Harwood,2017,AUTO THEFT,39.32151,-76.61192
Hawkins Point,2013,LARCENY,39.20363,-76.56255
Hawkins Point,2012,BURGLARY,39.20432,-76.56673
Hawkins Point,2014,LARCENY,39.20407,-76.56565
Hawkins Point,2013,BURGLARY,39.20363,-76.56255
Hawkins Point,2013,LARCENY,39.20363,-76.56255
Hawkins Point,2013,LARCENY FROM AUTO,39.20363,-76.56255
Hawkins Point,2013,LARCENY,39.20316,-76.56055
Hawkins Point,2014,LARCENY,39.20363,-76.56255
Hawkins Point,2015,LARCENY,39.20041,-76.55602
Hawkins Point,2014,LARCENY,39.21127,-76.54323
Hawkins Point,2017,BURGLARY,39.20406,-76.56426
Hawkins Point,2016,LARCENY,39.20742,-76.5722
Hawkins Point,2013,LARCENY FROM AUTO,39.20273,-76.5583
Hawkins Point,2016,LARCENY,39.20041,-76.55602
Hawkins Point,2014,LARCENY,39.21127,-76.54323
Heritage Crossing,2012,COMMON ASSAULT,39.29926,-76.626
Heritage Crossing,2016,BURGLARY,39.29543,-76.63013
Heritage Crossing,2016,BURGLARY,39.29694,-76.62655
Heritage Crossing,2016,LARCENY,39.29926,-76.626
Heritage Crossing,2012,BURGLARY,39.29513,-76.63082
Heritage Crossing,2014,BURGLARY,39.2949,-76.62935
Heritage Crossing,2015,ROBBERY - STREET,39.29699,-76.62652
Heritage Crossing,2013,BURGLARY,39.29697,-76.6265
Heritage Crossing,2016,LARCENY FROM AUTO,39.29926,-76.626
Heritage Crossing,2012,LARCENY,39.29696,-76.62648
Heritage Crossing,2013,AGG. ASSAULT,39.29656,-76.62826
Heritage Crossing,2014,COMMON ASSAULT,39.29926,-76.626
Heritage Crossing,2016,COMMON ASSAULT,39.29858,-76.62437
Heritage Crossing,2012,COMMON ASSAULT,39.29805,-76.62792
Heritage Crossing,2016,COMMON ASSAULT,39.29656,-76.62826
Heritage Crossing,2013,AGG. ASSAULT,39.29705,-76.6266
Heritage Crossing,2014,COMMON ASSAULT,39.29694,-76.62655
Heritage Crossing,2015,BURGLARY,39.29491,-76.62932
Heritage Crossing,2012,BURGLARY,39.29926,-76.626
Heritage Crossing,2015,BURGLARY,39.29493,-76.62927
Heritage Crossing,2014,LARCENY,39.29926,-76.626
Heritage Crossing,2014,AUTO THEFT,39.29818,-76.62915
Heritage Crossing,2017,AUTO THEFT,39.298,-76.62785
Heritage Crossing,2012,BURGLARY,39.29674,-76.62976
Heritage Crossing,2014,LARCENY,39.29926,-76.626
Heritage Crossing,2015,AUTO THEFT,39.29538,-76.63163
Heritage Crossing,2015,AUTO THEFT,39.29604,-76.62769
Heritage Crossing,2015,LARCENY FROM AUTO,39.29663,-76.62796
Heritage Crossing,2017,AUTO THEFT,39.29588,-76.62946
Heritage Crossing,2013,BURGLARY,39.29666,-76.62813
Heritage Crossing,2017,LARCENY FROM AUTO,39.29858,-76.62437
Heritage Crossing,2015,COMMON ASSAULT,39.29703,-76.62667
Heritage Crossing,2017,AGG. ASSAULT,39.29692,-76.62653
Heritage Crossing,2014,LARCENY,39.29807,-76.62795
Heritage Crossing,2013,COMMON ASSAULT,39.29697,-76.6265
Heritage Crossing,2015,AUTO THEFT,39.29641,-76.62979
Heritage Crossing,2015,ROBBERY - STREET,39.29692,-76.62653
Heritage Crossing,2012,COMMON ASSAULT,39.29704,-76.62658
Heritage Crossing,2016,ROBBERY - STREET,39.29858,-76.62437
Heritage Crossing,2017,COMMON ASSAULT,39.29574,-76.62936
Heritage Crossing,2016,COMMON ASSAULT,39.29858,-76.62437
Heritage Crossing,2012,COMMON ASSAULT,39.29926,-76.626
Heritage Crossing,2015,AGG. ASSAULT,39.29805,-76.62792
Heritage Crossing,2013,AGG. ASSAULT,39.29666,-76.62813
Heritage Crossing,2015,LARCENY FROM AUTO,39.29926,-76.626
Heritage Crossing,2015,ARSON,39.29641,-76.62979
Heritage Crossing,2012,COMMON ASSAULT,39.29703,-76.62667
Heritage Crossing,2017,ROBBERY - CARJACKING,39.29534,-76.62871
Heritage Crossing,2014,BURGLARY,39.29512,-76.62897
Heritage Crossing,2017,COMMON ASSAULT,39.29694,-76.62655
Heritage Crossing,2014,ROBBERY - RESIDENCE,39.29805,-76.62792
Heritage Crossing,2016,AUTO THEFT,39.29677,-76.62629
Heritage Crossing,2012,COMMON ASSAULT,39.29805,-76.62792
Heritage Crossing,2013,AGG. ASSAULT,39.29659,-76.62969
Heritage Crossing,2017,ROBBERY - STREET,39.29858,-76.62437
Heritage Crossing,2013,COMMON ASSAULT,39.29858,-76.62437
Heritage Crossing,2012,COMMON ASSAULT,39.29707,-76.62662
Herring Run Park,2012,HOMICIDE,39.32551,-76.57036
Herring Run Park,2017,ROBBERY - STREET,39.3253,-76.56895
Herring Run Park,2012,COMMON ASSAULT,39.3253,-76.56895
Herring Run Park,2014,COMMON ASSAULT,39.32745,-76.56635
Herring Run Park,2013,COMMON ASSAULT,39.32551,-76.57036
Herring Run Park,2013,LARCENY,39.32652,-76.56747
Highlandtown,2015,BURGLARY,39.28978,-76.57169
Highlandtown,2014,BURGLARY,39.28942,-76.56772
Highlandtown,2013,LARCENY FROM AUTO,39.28672,-76.56499
Highlandtown,2017,AGG. ASSAULT,39.28869,-76.56625
Highlandtown,2012,LARCENY FROM AUTO,39.28667,-76.56624
Highlandtown,2013,ROBBERY - STREET,39.28654,-76.56989
Highlandtown,2015,ROBBERY - STREET,39.28673,-76.56494
Highlandtown,2017,LARCENY,39.28696,-76.56901
Highlandtown,2017,BURGLARY,39.28704,-76.56646
Highlandtown,2013,AGG. ASSAULT,39.28959,-76.57249
Highlandtown,2015,ROBBERY - STREET,39.28941,-76.56543
Highlandtown,2012,AUTO THEFT,39.28923,-76.57096
Highlandtown,2017,LARCENY FROM AUTO,39.28675,-76.5643
Highlandtown,2012,COMMON ASSAULT,39.28952,-76.56657
Highlandtown,2012,AGG. ASSAULT,39.29014,-76.56742
Highlandtown,2012,ROBBERY - STREET,39.28656,-76.56957
Highlandtown,2015,BURGLARY,39.28649,-76.57115
Highlandtown,2016,COMMON ASSAULT,39.28668,-76.56604
Highlandtown,2013,AGG. ASSAULT,39.28998,-76.57016
Highlandtown,2016,LARCENY,39.28967,-76.57099
Highlandtown,2016,LARCENY,39.28681,-76.56308
Highlandtown,2015,COMMON ASSAULT,39.28769,-76.56613
Highlandtown,2016,ROBBERY - STREET,39.28946,-76.56734
Highlandtown,2012,COMMON ASSAULT,39.28765,-76.56712
Highlandtown,2013,LARCENY,39.28648,-76.5713
Highlandtown,2016,COMMON ASSAULT,39.28828,-76.57012
Highlandtown,2016,LARCENY,39.28697,-76.56901
Highlandtown,2013,LARCENY,39.29009,-76.57104
Highlandtown,2014,LARCENY,39.28659,-76.56871
Highlandtown,2016,AGG. ASSAULT,39.28673,-76.56487
Highlandtown,2016,LARCENY FROM AUTO,39.28754,-76.56725
Highlandtown,2013,ROBBERY - COMMERCIAL,39.28719,-76.56715
Highlandtown,2012,ROBBERY - COMMERCIAL,39.28655,-76.56963
Highlandtown,2016,BURGLARY,39.28804,-76.57166
Highlandtown,2014,COMMON ASSAULT,39.28672,-76.56499
Highlandtown,2017,BURGLARY,39.28892,-76.57237
Highlandtown,2017,LARCENY,39.28911,-76.57239
Highlandtown,2014,BURGLARY,39.2875,-76.56725
Highlandtown,2014,LARCENY,39.28673,-76.56483
Highlandtown,2013,COMMON ASSAULT,39.28827,-76.56536
Highlandtown,2016,LARCENY,39.28828,-76.57012
Highlandtown,2014,ROBBERY - CARJACKING,39.28722,-76.57226
Highlandtown,2014,COMMON ASSAULT,39.28754,-76.56725
Highlandtown,2017,LARCENY FROM AUTO,39.28741,-76.57083
Highlandtown,2014,LARCENY,39.28941,-76.56543
Highlandtown,2017,COMMON ASSAULT,39.28952,-76.56657
Highlandtown,2015,AUTO THEFT,39.28661,-76.56805
Highlandtown,2013,ROBBERY - COMMERCIAL,39.28648,-76.57125
Highlandtown,2015,ROBBERY - STREET,39.28847,-76.56731
Highlandtown,2014,AGG. ASSAULT,39.28754,-76.56725
Highlandtown,2013,ROBBERY - STREET,39.2902,-76.56556
Highlandtown,2015,ROBBERY - STREET,39.28762,-76.56539
Highlandtown,2015,LARCENY,39.28754,-76.56888
Highlandtown,2012,ROBBERY - COMMERCIAL,39.28673,-76.56483
Highlandtown,2013,AGG. ASSAULT,39.28659,-76.56867
Highlandtown,2013,BURGLARY,39.28947,-76.56625
Highlandtown,2014,ROBBERY - STREET,39.28944,-76.56851
Highlandtown,2012,AUTO THEFT,39.28936,-76.5724
Highlandtown,2017,ROBBERY - STREET,39.28853,-76.56901
Highlandtown,2014,ROBBERY - STREET,39.28952,-76.56657
Highlandtown,2014,LARCENY,39.28681,-76.56308
Highlandtown,2013,AGG. ASSAULT,39.28905,-76.57088
Highlandtown,2017,LARCENY FROM AUTO,39.28731,-76.57155
Highlandtown,2012,LARCENY,39.2902,-76.56556
Highlandtown,2014,BURGLARY,39.28737,-76.56724
Highlandtown,2014,AGG. ASSAULT,39.29001,-76.56353
Highlandtown,2014,LARCENY,39.28697,-76.56901
Highlandtown,2014,COMMON ASSAULT,39.28719,-76.56715
Highlandtown,2016,LARCENY FROM AUTO,39.28749,-76.57153
Highlandtown,2013,BURGLARY,39.28893,-76.56734
Highlandtown,2014,COMMON ASSAULT,39.29014,-76.56742
Highlandtown,2017,LARCENY,39.28704,-76.56646
Highlandtown,2017,ASSAULT BY THREAT,39.28941,-76.56543
Highlandtown,2016,AUTO THEFT,39.29033,-76.56355
Highlandtown,2014,COMMON ASSAULT,39.28648,-76.5714
Highlandtown,2015,ROBBERY - STREET,39.28949,-76.56724
Highlandtown,2015,BURGLARY,39.28696,-76.56901
Highlandtown,2015,LARCENY,39.28911,-76.57166
Highlandtown,2015,BURGLARY,39.29008,-76.57123
Highlandtown,2012,LARCENY,39.28803,-76.57166
Highlandtown,2012,ROBBERY - STREET,39.28762,-76.56539
Highlandtown,2015,LARCENY,39.28681,-76.56308
Highlandtown,2014,BURGLARY,39.28806,-76.5701
Highlandtown,2014,LARCENY,39.28665,-76.56704
Highlandtown,2014,LARCENY,39.28672,-76.56499
Highlandtown,2016,LARCENY,39.28824,-76.57168
Highlandtown,2012,COMMON ASSAULT,39.28941,-76.56779
Highlandtown,2012,LARCENY FROM AUTO,39.28815,-76.57233
Highlandtown,2015,COMMON ASSAULT,39.29021,-76.56804
Highlandtown,2015,ROBBERY - STREET,39.28865,-76.56258
Highlandtown,2013,AGG. ASSAULT,39.28763,-76.5663
Highlandtown,2012,LARCENY FROM AUTO,39.28648,-76.5714
Highlandtown,2015,BURGLARY,39.28719,-76.56715
Highlandtown,2016,LARCENY,39.28681,-76.56308
Highlandtown,2016,COMMON ASSAULT,39.28762,-76.56801
Highlandtown,2014,COMMON ASSAULT,39.28907,-76.57088
Highlandtown,2014,BURGLARY,39.28989,-76.56928
Highlandtown,2017,LARCENY,39.28673,-76.56483
Highlandtown,2013,LARCENY,39.28881,-76.56334
Highlandtown,2016,BURGLARY,39.29028,-76.5663
Highlandtown,2014,LARCENY,39.28668,-76.56612
Highlandtown,2017,AGG. ASSAULT,39.28662,-76.56715
Highlandtown,2013,LARCENY,39.28865,-76.56583
Highlandtown,2015,LARCENY FROM AUTO,39.2882,-76.57089
Highlandtown,2012,LARCENY,39.28738,-76.57162
Highlandtown,2015,LARCENY,39.28918,-76.5701
Highlandtown,2016,BURGLARY,39.287,-76.56713
Highlandtown,2015,LARCENY,39.28681,-76.56308
Highlandtown,2014,LARCENY,39.28673,-76.56483
Highlandtown,2012,COMMON ASSAULT,39.28941,-76.56543
Highlandtown,2014,AGG. ASSAULT,39.28952,-76.56645
Highlandtown,2015,LARCENY FROM AUTO,39.2885,-76.5716
Highlandtown,2014,LARCENY FROM AUTO,39.28829,-76.57241
Highlandtown,2016,LARCENY FROM AUTO,39.28958,-76.56483
Highlandtown,2014,LARCENY,39.28681,-76.56308
Highlandtown,2015,AUTO THEFT,39.28939,-76.56845
Highlandtown,2014,COMMON ASSAULT,39.29003,-76.56921
Highlandtown,2016,LARCENY,39.28681,-76.56308
Highlandtown,2016,SHOOTING,39.29014,-76.56742
Highlandtown,2016,LARCENY,39.29013,-76.57008
Highlandtown,2014,LARCENY FROM AUTO,39.28929,-76.5655
Highlandtown,2016,LARCENY FROM AUTO,39.28661,-76.56807
Highlandtown,2015,COMMON ASSAULT,39.28946,-76.56803
Highlandtown,2015,LARCENY,39.28821,-76.56722
Highlandtown,2016,ROBBERY - STREET,39.28756,-76.56908
Highlandtown,2013,BURGLARY,39.28697,-76.56901
Highlandtown,2012,LARCENY FROM AUTO,39.28759,-76.56895
Highlandtown,2016,LARCENY FROM AUTO,39.28762,-76.56795
Highlandtown,2012,LARCENY FROM AUTO,39.28904,-76.57245
Highlandtown,2017,LARCENY,39.2884,-76.56917
Highlandtown,2015,COMMON ASSAULT,39.28675,-76.56431
Highlandtown,2012,ROBBERY - STREET,39.28847,-76.56731
Highlandtown,2015,LARCENY FROM AUTO,39.28673,-76.56483
Highlandtown,2013,AUTO THEFT,39.2889,-76.57244
Highlandtown,2014,COMMON ASSAULT,39.2901,-76.57088
Highlandtown,2013,COMMON ASSAULT,39.28661,-76.56807
Highlandtown,2013,COMMON ASSAULT,39.28675,-76.56431
Highlandtown,2016,LARCENY,39.28897,-76.57095
Highlandtown,2012,ROBBERY - STREET,39.28757,-76.56802
Highlandtown,2016,ROBBERY - STREET,39.28838,-76.57012
Highlandtown,2016,COMMON ASSAULT,39.2902,-76.56556
Highlandtown,2013,COMMON ASSAULT,39.28991,-76.56921
Highlandtown,2012,AGG. ASSAULT,39.29019,-76.56267
Highlandtown,2016,LARCENY FROM AUTO,39.28744,-76.57006
Highlandtown,2015,LARCENY,39.28767,-76.56251
Highlandtown,2013,LARCENY,39.28654,-76.56989
Highlandtown,2015,COMMON ASSAULT,39.28704,-76.56714
Highlandtown,2013,LARCENY FROM AUTO,39.28751,-76.5653
Highlandtown,2015,BURGLARY,39.28696,-76.56901
Highlandtown,2017,ROBBERY - STREET,39.29026,-76.56739
Highlandtown,2014,AGG. ASSAULT,39.28672,-76.56495
Highlandtown,2015,LARCENY FROM AUTO,39.28844,-76.56828
Highlandtown,2013,AUTO THEFT,39.28765,-76.56712
Highlandtown,2014,RAPE,39.28947,-76.56641
Highlandtown,2015,BURGLARY,39.28668,-76.56614
Highlandtown,2016,BURGLARY,39.28744,-76.57006
Highlandtown,2016,AGG. ASSAULT,39.28985,-76.57177
Highlandtown,2014,BURGLARY,39.28668,-76.56612
Highlandtown,2016,LARCENY,39.29014,-76.56555
Highlandtown,2015,LARCENY,39.28681,-76.56308
Highlandtown,2017,BURGLARY,39.28941,-76.57012
Highlandtown,2012,BURGLARY,39.2872,-76.56909
Highlandtown,2016,ROBBERY - STREET,39.2884,-76.56917
Highlandtown,2015,BURGLARY,39.28675,-76.5642
Highlandtown,2017,LARCENY,39.2902,-76.56556
Highlandtown,2014,LARCENY,39.28673,-76.56483
Highlandtown,2015,COMMON ASSAULT,39.28659,-76.56867
Highlandtown,2013,AGG. ASSAULT,39.29019,-76.56267
Highlandtown,2014,LARCENY,39.28958,-76.56485
Highlandtown,2017,LARCENY FROM AUTO,39.28806,-76.57239
Highlandtown,2015,BURGLARY,39.28734,-76.57076
Highlandtown,2013,COMMON ASSAULT,39.28759,-76.56895
Highlandtown,2016,AUTO THEFT,39.28829,-76.57005
Highlandtown,2017,AGG. ASSAULT,39.28821,-76.56722
Highlandtown,2015,LARCENY,39.28668,-76.56608
Highlandtown,2014,COMMON ASSAULT,39.28821,-76.56722
Highlandtown,2012,COMMON ASSAULT,39.28927,-76.57247
Highlandtown,2014,AGG. ASSAULT,39.28939,-76.56543
Highlandtown,2015,ROBBERY - STREET,39.28667,-76.56624
Highlandtown,2016,LARCENY,39.28856,-76.57003
Highlandtown,2014,LARCENY,39.28681,-76.56308
Highlandtown,2017,AUTO THEFT,39.28994,-76.56554
Highlandtown,2013,AUTO THEFT,39.28957,-76.57168
Highlandtown,2015,LARCENY FROM AUTO,39.28824,-76.57004
Hillen,2013,AUTO THEFT,39.34538,-76.59206
Hillen,2017,LARCENY,39.34431,-76.59066
Hillen,2015,BURGLARY,39.33792,-76.59074
Hillen,2017,ROBBERY - STREET,39.34349,-76.58818
Hillen,2012,COMMON ASSAULT,39.34418,-76.58755
Hillen,2012,LARCENY FROM AUTO,39.34026,-76.59139
Hillen,2012,LARCENY,39.34064,-76.59308
Hillen,2012,LARCENY,39.34065,-76.59061
Hillen,2012,BURGLARY,39.34419,-76.58813
Hillen,2013,COMMON ASSAULT,39.34023,-76.58797
Hillen,2013,LARCENY,39.34512,-76.59054
Hillen,2013,COMMON ASSAULT,39.33933,-76.59069
Hillen,2012,AUTO THEFT,39.3444,-76.59131
Hillen,2017,AUTO THEFT,39.34498,-76.58814
Hillen,2012,LARCENY,39.33776,-76.59321
Hillen,2013,AGG. ASSAULT,39.34584,-76.58835
Hillen,2012,BURGLARY,39.34063,-76.5902
Hillen,2015,ROBBERY - CARJACKING,39.34059,-76.5931
Hillen,2012,BURGLARY,39.33933,-76.58995
Hillen,2016,SHOOTING,39.34059,-76.5931
Hillen,2013,LARCENY FROM AUTO,39.34506,-76.58869
Hillen,2012,LARCENY,39.33785,-76.58974
Hillen,2012,LARCENY,39.34026,-76.59139
Hillen,2016,LARCENY,39.34064,-76.5905
Hillen,2017,BURGLARY,39.33941,-76.59104
Hillen,2016,ROBBERY - STREET,39.34272,-76.59084
Hillen,2013,ROBBERY - STREET,39.34195,-76.5895
Hillen,2017,LARCENY,39.33795,-76.5911
Hillen,2012,AUTO THEFT,39.33921,-76.593
Hillen,2017,ROBBERY - COMMERCIAL,39.34064,-76.59045
Hillen,2017,LARCENY,39.34063,-76.59028
Hillen,2014,LARCENY,39.3406,-76.59075
Hillen,2017,LARCENY,39.34059,-76.5931
Hillen,2015,BURGLARY,39.33863,-76.59034
Hillen,2016,LARCENY FROM AUTO,39.34199,-76.59183
Hillen,2017,BURGLARY,39.33866,-76.5908
Hillen,2014,LARCENY,39.34495,-76.58745
Hillen,2015,LARCENY,39.3443,-76.58919
Hillen,2015,LARCENY FROM AUTO,39.33861,-76.59088
Hillen,2013,COMMON ASSAULT,39.34523,-76.59126
Hillen,2015,COMMON ASSAULT,39.3442,-76.58826
Hillen,2016,LARCENY FROM AUTO,39.34354,-76.59066
Hillen,2014,LARCENY FROM AUTO,39.34023,-76.58797
Hillen,2015,AUTO THEFT,39.33776,-76.59321
Hillen,2012,LARCENY,39.34462,-76.59217
Hillen,2014,BURGLARY,39.34501,-76.58764
Hillen,2014,LARCENY,39.34059,-76.5931
Hillen,2014,COMMON ASSAULT,39.34021,-76.59093
Hillen,2016,BURGLARY,39.3385,-76.59269
Hillen,2012,AUTO THEFT,39.34427,-76.58785
Hillen,2015,BURGLARY,39.33846,-76.5929
Hillen,2012,LARCENY FROM AUTO,39.33795,-76.5911
Hillen,2015,LARCENY,39.34596,-76.59091
Hillen,2014,AUTO THEFT,39.33862,-76.59111
Hillen,2015,BURGLARY,39.33863,-76.59037
Hillen,2013,LARCENY,39.34064,-76.59308
Hillen,2017,COMMON ASSAULT,39.34276,-76.58914
Hillen,2012,AGG. ASSAULT,39.34188,-76.59073
Hillen,2016,LARCENY,39.33863,-76.59034
Hillen,2015,BURGLARY,39.3379,-76.5925
Hillen,2012,LARCENY,39.34063,-76.59028
Hillen,2013,LARCENY,39.34339,-76.58731
Hillen,2015,SHOOTING,39.3435,-76.58798
Hillen,2014,AUTO THEFT,39.33776,-76.59321
Hillen,2013,AUTO THEFT,39.33796,-76.59204
Hillen,2014,LARCENY,39.34059,-76.5931
Hillen,2014,LARCENY,39.33927,-76.5925
Hillen,2016,BURGLARY,39.33944,-76.58821
Hoes Heights,2013,LARCENY FROM AUTO,39.34032,-76.63818
Hoes Heights,2012,LARCENY,39.33761,-76.635
Hoes Heights,2013,LARCENY FROM AUTO,39.3424,-76.63648
Hoes Heights,2016,LARCENY,39.34221,-76.63873
Hoes Heights,2013,ROBBERY - STREET,39.33766,-76.63416
Hoes Heights,2013,LARCENY FROM AUTO,39.34033,-76.63816
Hoes Heights,2015,BURGLARY,39.3413,-76.63862
Hoes Heights,2017,AUTO THEFT,39.33761,-76.635
Hoes Heights,2015,LARCENY,39.33756,-76.63474
Hoes Heights,2014,LARCENY FROM AUTO,39.33945,-76.63482
Hoes Heights,2015,ROBBERY - COMMERCIAL,39.33756,-76.63474
Hoes Heights,2012,LARCENY,39.33756,-76.63474
Hoes Heights,2013,COMMON ASSAULT,39.33756,-76.63474
Hoes Heights,2015,LARCENY,39.33756,-76.63474
Hoes Heights,2016,LARCENY,39.33756,-76.63474
Hoes Heights,2016,BURGLARY,39.34029,-76.63839
Hoes Heights,2017,ROBBERY - STREET,39.33756,-76.63474
Hoes Heights,2013,LARCENY,39.33758,-76.63487
Hoes Heights,2016,LARCENY,39.34179,-76.63743
Hoes Heights,2016,LARCENY,39.3386,-76.63675
Hoes Heights,2014,LARCENY,39.34,-76.63754
Hoes Heights,2014,LARCENY,39.33756,-76.63474
Hoes Heights,2012,LARCENY,39.33758,-76.63487
Hoes Heights,2013,LARCENY FROM AUTO,39.34001,-76.63755
Hoes Heights,2016,LARCENY,39.33758,-76.63487
Hoes Heights,2017,LARCENY,39.33756,-76.63474
Hoes Heights,2014,LARCENY,39.33758,-76.63487
Hoes Heights,2015,LARCENY FROM AUTO,39.34104,-76.63667
Hoes Heights,2013,AUTO THEFT,39.34215,-76.63877
Hoes Heights,2016,LARCENY,39.33756,-76.63474
Hoes Heights,2015,BURGLARY,39.34116,-76.63679
Hoes Heights,2016,LARCENY,39.33756,-76.63474
Hoes Heights,2013,BURGLARY,39.33946,-76.63571
Hoes Heights,2015,BURGLARY,39.34082,-76.63534
Hoes Heights,2016,LARCENY,39.33756,-76.63474
Holabird Industrial Park,2013,LARCENY,39.26388,-76.53755
Holabird Industrial Park,2015,LARCENY FROM AUTO,39.27079,-76.53232
Holabird Industrial Park,2013,BURGLARY,39.26781,-76.53216
Holabird Industrial Park,2014,LARCENY,39.25981,-76.53302
Holabird Industrial Park,2015,COMMON ASSAULT,39.26927,-76.5319
Holabird Industrial Park,2014,LARCENY,39.26445,-76.53544
Holabird Industrial Park,2014,LARCENY FROM AUTO,39.26226,-76.53252
Holabird Industrial Park,2012,LARCENY,39.26751,-76.53855
Holabird Industrial Park,2015,AGG. ASSAULT,39.26533,-76.53557
Holabird Industrial Park,2014,COMMON ASSAULT,39.27223,-76.53105
Holabird Industrial Park,2012,LARCENY,39.26732,-76.53575
Hollins Market,2016,LARCENY,39.28762,-76.63065
Hollins Market,2012,ROBBERY - RESIDENCE,39.2887,-76.63444
Hollins Market,2015,COMMON ASSAULT,39.28623,-76.63518
Hollins Market,2016,LARCENY,39.28778,-76.63384
Hollins Market,2016,ROBBERY - CARJACKING,39.28779,-76.6323
