Area,year,Crime Type,Latitude,Longitude
Abell,2016,BURGLARY,39.32427,-76.60945
Abell,2016,LARCENY,39.32632,-76.60944
Abell,2014,COMMON ASSAULT,39.32361,-76.61115
Abell,2014,BURGLARY,39.32708,-76.61274
Abell,2012,LARCENY FROM AUTO,39.32714,-76.61098
Abell,2013,ASSAULT BY THREAT,39.32361,-76.61115
Abell,2013,AUTO THEFT,39.32608,-76.61108
Abell,2016,AUTO THEFT,39.32618,-76.61027
Abell,2017,AUTO THEFT,39.32566,-76.60944
Abell,2014,BURGLARY,39.32615,-76.61109
Abell,2017,COMMON ASSAULT,39.32361,-76.61115
Abell,2012,COMMON ASSAULT,39.32618,-76.60944
Abell,2015,ROBBERY - STREET,39.32687,-76.60945
Abell,2016,LARCENY,39.32361,-76.61115
Abell,2017,BURGLARY,39.32446,-76.60945
Abell,2014,LARCENY FROM AUTO,39.3249,-76.61078
Abell,2015,BURGLARY,39.3271,-76.61077
Abell,2016,ROBBERY - STREET,39.32632,-76.60944
Abell,2015,ROBBERY - COMMERCIAL,39.32819,-76.61194
Abell,2014,AUTO THEFT,39.32605,-76.61093
Abell,2014,LARCENY,39.32744,-76.61209
Abell,2014,LARCENY,39.32822,-76.61095
Abell,2014,LARCENY FROM AUTO,39.32501,-76.61108
Abell,2013,AUTO THEFT,39.32728,-76.6111
Abell,2014,ROBBERY - STREET,39.32347,-76.61088
Abell,2012,COMMON ASSAULT,39.32826,-76.61013
Abell,2017,COMMON ASSAULT,39.32361,-76.61115
Abell,2013,BURGLARY,39.32447,-76.60945
Abell,2017,AGG. ASSAULT,39.32687,-76.60945
Abell,2017,ROBBERY - CARJACKING,39.32728,-76.6111
Abell,2012,LARCENY,39.32469,-76.61271
Abell,2017,BURGLARY,39.32819,-76.61196
Abell,2015,BURGLARY,39.32806,-76.60946
Abell,2012,LARCENY,39.32598,-76.61283
Abell,2014,LARCENY,39.32464,-76.61246
Abell,2015,LARCENY,39.32531,-76.6133
Abell,2013,LARCENY,39.32687,-76.60945
Abell,2012,ROBBERY - STREET,39.32507,-76.61108
Abell,2013,COMMON ASSAULT,39.32487,-76.60945
Abell,2014,AUTO THEFT,39.32486,-76.61108
Abell,2017,ROBBERY - STREET,39.32707,-76.61289
Abell,2016,COMMON ASSAULT,39.32731,-76.60945
Abell,2013,LARCENY FROM AUTO,39.32728,-76.6111
Abell,2017,COMMON ASSAULT,39.32347,-76.60947
Abell,2014,LARCENY FROM AUTO,39.32807,-76.60946
Abell,2013,LARCENY,39.32504,-76.61108
Abell,2017,LARCENY,39.32361,-76.61115
Abell,2014,LARCENY FROM AUTO,39.32707,-76.61289
Abell,2015,COMMON ASSAULT,39.32361,-76.61115
Abell,2013,LARCENY,39.32807,-76.60946
Abell,2015,BURGLARY,39.32608,-76.61008
Abell,2014,AGG. ASSAULT,39.32822,-76.61095
Abell,2013,COMMON ASSAULT,39.32361,-76.61115
Abell,2016,BURGLARY,39.32534,-76.61195
Abell,2014,ROBBERY - COMMERCIAL,39.32517,-76.60945
Abell,2013,LARCENY,39.32714,-76.61342
Abell,2016,LARCENY,39.32687,-76.60945
Abell,2014,LARCENY FROM AUTO,39.32714,-76.61098
Abell,2012,BURGLARY,39.32504,-76.612
Abell,2013,ROBBERY - STREET,39.32605,-76.61093
Abell,2014,ROBBERY - STREET,39.32714,-76.61098
Abell,2012,LARCENY FROM AUTO,39.32601,-76.6106
Abell,2014,LARCENY FROM AUTO,39.3265,-76.61202
Abell,2017,ROBBERY - STREET,39.32361,-76.61115
Abell,2015,BURGLARY,39.32347,-76.60947
Abell,2012,ROBBERY - CARJACKING,39.32616,-76.61109
Abell,2013,LARCENY,39.32822,-76.61095
Abell,2013,LARCENY,39.32822,-76.61095
Abell,2016,ROBBERY - COMMERCIAL,39.32822,-76.61095
Abell,2017,BURGLARY,39.32814,-76.61302
Abell,2013,LARCENY,39.32822,-76.61095
Allendale,2014,LARCENY,39.29043,-76.67588
Allendale,2015,LARCENY FROM AUTO,39.2925,-76.68389
Allendale,2015,LARCENY,39.29127,-76.67537
Allendale,2015,BURGLARY,39.29051,-76.67651
Allendale,2017,AUTO THEFT,39.29241,-76.68307
Allendale,2013,BURGLARY,39.29274,-76.68151
Allendale,2013,BURGLARY,39.29241,-76.68302
Allendale,2012,BURGLARY,39.29192,-76.67948
Allendale,2016,ROBBERY - RESIDENCE,39.29138,-76.67373
Allendale,2012,COMMON ASSAULT,39.28779,-76.67566
Allendale,2016,AUTO THEFT,39.28923,-76.67737
Allendale,2013,ROBBERY - STREET,39.28941,-76.67464
Allendale,2017,COMMON ASSAULT,39.29113,-76.67263
Allendale,2016,AGG. ASSAULT,39.29264,-76.68158
Allendale,2015,LARCENY,39.28853,-76.67578
Allendale,2014,AUTO THEFT,39.29179,-76.68146
Allendale,2012,AUTO THEFT,39.29082,-76.67261
Allendale,2017,BURGLARY,39.29322,-76.68386
Allendale,2014,BURGLARY,39.29053,-76.67816
Allendale,2015,COMMON ASSAULT,39.29179,-76.68146
Allendale,2014,LARCENY,39.28899,-76.67411
Allendale,2013,ASSAULT BY THREAT,39.29314,-76.68934
Allendale,2016,BURGLARY,39.29071,-76.67259
Allendale,2016,AGG. ASSAULT,39.29001,-76.6753
Allendale,2014,LARCENY,39.29089,-76.67949
Allendale,2013,HOMICIDE,39.29169,-76.68107
Allendale,2015,SHOOTING,39.29273,-76.67597
Allendale,2017,COMMON ASSAULT,39.29024,-76.67737
Allendale,2014,AUTO THEFT,39.29129,-76.67372
Allendale,2013,LARCENY,39.29124,-76.67365
Allendale,2016,AGG. ASSAULT,39.28939,-76.67467
Allendale,2016,AGG. ASSAULT,39.29186,-76.67648
Allendale,2012,COMMON ASSAULT,39.29262,-76.67878
Allendale,2013,BURGLARY,39.28946,-76.67448
Allendale,2015,LARCENY,39.28993,-76.67538
Allendale,2016,BURGLARY,39.29114,-76.67533
Allendale,2016,COMMON ASSAULT,39.29314,-76.68934
Allendale,2014,AGG. ASSAULT,39.29074,-76.67363
Allendale,2012,AUTO THEFT,39.29041,-76.6759
Allendale,2013,COMMON ASSAULT,39.29314,-76.68934
Allendale,2013,BURGLARY,39.29194,-76.68247
Allendale,2014,LARCENY FROM AUTO,39.29089,-76.68041
Allendale,2017,LARCENY,39.28833,-76.67669
Allendale,2012,AUTO THEFT,39.29008,-76.67255
Allendale,2012,LARCENY FROM AUTO,39.29026,-76.67939
Allendale,2017,LARCENY,39.2844,-76.68187
Allendale,2012,BURGLARY,39.29098,-76.6795
Allendale,2016,COMMON ASSAULT,39.29381,-76.67856
Allendale,2013,COMMON ASSAULT,39.29314,-76.68934
Allendale,2015,BURGLARY,39.29177,-76.67743
Allendale,2013,SHOOTING,39.29273,-76.67597
Allendale,2013,AGG. ASSAULT,39.29186,-76.67648
Allendale,2014,AUTO THEFT,39.28707,-76.67762
Allendale,2015,HOMICIDE,39.29285,-76.67551
Allendale,2016,BURGLARY,39.29089,-76.67949
Allendale,2012,LARCENY,39.29314,-76.68934
Allendale,2012,BURGLARY,39.29099,-76.67943
Allendale,2017,AGG. ASSAULT,39.29314,-76.68934
Allendale,2017,COMMON ASSAULT,39.29314,-76.68934
Allendale,2014,BURGLARY,39.29182,-76.67611
Allendale,2014,BURGLARY,39.29093,-76.68048
Allendale,2017,ARSON,39.29199,-76.67547
Allendale,2013,BURGLARY,39.29096,-76.67949
Allendale,2014,AUTO THEFT,39.29182,-76.68047
Allendale,2017,AGG. ASSAULT,39.29265,-76.67789
Allendale,2015,AUTO THEFT,39.29194,-76.68254
Allendale,2015,ROBBERY - STREET,39.29145,-76.67545
Allendale,2015,BURGLARY,39.28958,-76.67696
Allendale,2014,LARCENY,39.28508,-76.68118
Allendale,2016,LARCENY FROM AUTO,39.28512,-76.68123
Allendale,2013,COMMON ASSAULT,39.28524,-76.68113
Allendale,2016,ASSAULT BY THREAT,39.29387,-76.677
Allendale,2013,COMMON ASSAULT,39.29314,-76.68934
Allendale,2015,LARCENY,39.29314,-76.68934
Allendale,2017,ROBBERY - RESIDENCE,39.29053,-76.67585
Allendale,2013,LARCENY,39.28534,-76.68157
Allendale,2017,AGG. ASSAULT,39.28837,-76.67588
Allendale,2012,AUTO THEFT,39.28961,-76.67811
Allendale,2014,COMMON ASSAULT,39.29187,-76.68246
Allendale,2012,AUTO THEFT,39.29187,-76.67598
Allendale,2016,COMMON ASSAULT,39.28415,-76.68107
Allendale,2012,LARCENY,39.29314,-76.68934
Allendale,2012,COMMON ASSAULT,39.29378,-76.67938
Allendale,2013,AGG. ASSAULT,39.29314,-76.68934
Allendale,2016,ASSAULT BY THREAT,39.2902,-76.67355
Allendale,2017,AGG. ASSAULT,39.29367,-76.68285
Allendale,2014,COMMON ASSAULT,39.28576,-76.67906
Allendale,2016,BURGLARY,39.2894,-76.67465
Allendale,2014,COMMON ASSAULT,39.29314,-76.68934
Allendale,2017,LARCENY,39.29322,-76.68386
Allendale,2012,AUTO THEFT,39.29113,-76.67457
Allendale,2016,COMMON ASSAULT,39.28533,-76.68159
Allendale,2012,BURGLARY,39.29374,-76.6805
Allendale,2016,AGG. ASSAULT,39.29188,-76.68246
Allendale,2014,LARCENY,39.29314,-76.68934
Allendale,2016,COMMON ASSAULT,39.29314,-76.68934
Allendale,2017,BURGLARY,39.29285,-76.67551
Allendale,2017,BURGLARY,39.29093,-76.68048
Allendale,2012,AUTO THEFT,39.28544,-76.67941
Allendale,2015,COMMON ASSAULT,39.28984,-76.67819
Allendale,2013,COMMON ASSAULT,39.28901,-76.67766
Allendale,2015,LARCENY,39.29265,-76.67789
Allendale,2014,ROBBERY - STREET,39.29385,-76.67759
Allendale,2016,AGG. ASSAULT,39.29314,-76.68934
Allendale,2015,LARCENY,39.29314,-76.68934
Allendale,2015,LARCENY,39.2885,-76.67571
Allendale,2017,AGG. ASSAULT,39.28986,-76.67551
Allendale,2017,COMMON ASSAULT,39.29268,-76.67597
Allendale,2013,ARSON,39.29024,-76.67939
Allendale,2013,AUTO THEFT,39.29007,-76.67523
Allendale,2013,LARCENY,39.29314,-76.68934
Allendale,2016,AGG. ASSAULT,39.29262,-76.67878
Allendale,2014,LARCENY FROM AUTO,39.29186,-76.67648
Allendale,2013,AGG. ASSAULT,39.29058,-76.67651
Allendale,2014,BURGLARY,39.29019,-76.67256
Allendale,2015,COMMON ASSAULT,39.2937,-76.6818
Allendale,2017,AGG. ASSAULT,39.29022,-76.67352
Arcadia,2012,COMMON ASSAULT,39.32954,-76.56532
Arcadia,2014,LARCENY FROM AUTO,39.33603,-76.56895
Arcadia,2014,BURGLARY,39.33625,-76.57083
Arcadia,2013,BURGLARY,39.32948,-76.56523
Arcadia,2014,BURGLARY,39.33428,-76.56854
Arcadia,2014,LARCENY FROM AUTO,39.33401,-76.57189
Arcadia,2016,COMMON ASSAULT,39.32922,-76.56411
Arcadia,2014,BURGLARY,39.33608,-76.56968
Arcadia,2015,BURGLARY,39.33713,-76.57204
Arcadia,2013,LARCENY FROM AUTO,39.33617,-76.57026
Arcadia,2015,LARCENY,39.33584,-76.56804
Arcadia,2016,AUTO THEFT,39.33765,-76.57386
Arcadia,2014,SHOOTING,39.32968,-76.5655
Arcadia,2014,AGG. ASSAULT,39.32968,-76.5655
Arcadia,2016,BURGLARY,39.3377,-76.57166
Arcadia,2016,BURGLARY,39.3354,-76.57065
Arcadia,2013,LARCENY,39.33526,-76.56931
Arcadia,2013,AUTO THEFT,39.32962,-76.56542
Arcadia,2015,BURGLARY,39.32922,-76.56411
Arcadia,2016,BURGLARY,39.33474,-76.57236
Arcadia,2013,ROBBERY - STREET,39.32901,-76.56443
Arcadia,2016,AUTO THEFT,39.3292,-76.56419
Arcadia,2012,SHOOTING,39.32968,-76.5655
Arcadia,2013,LARCENY,39.32948,-76.56523
Arcadia,2014,COMMON ASSAULT,39.32967,-76.56733
Arcadia,2012,COMMON ASSAULT,39.3296,-76.5654
Arcadia,2012,LARCENY FROM AUTO,39.33398,-76.57207
Arcadia,2017,LARCENY FROM AUTO,39.33052,-76.56242
Arcadia,2012,LARCENY,39.32901,-76.56443
Arcadia,2017,BURGLARY,39.33398,-76.57207
Arcadia,2012,LARCENY FROM AUTO,39.33058,-76.56789
Arcadia,2013,LARCENY,39.33003,-76.56615
Arlington,2012,ROBBERY - COMMERCIAL,39.35212,-76.68401
Arlington,2017,AGG. ASSAULT,39.3477,-76.68489
Arlington,2013,LARCENY,39.34997,-76.67917
Arlington,2015,LARCENY,39.35176,-76.68345
Arlington,2012,AUTO THEFT,39.35135,-76.68278
Arlington,2014,LARCENY FROM AUTO,39.34906,-76.67615
Arlington,2016,AGG. ASSAULT,39.34665,-76.68086
Arlington,2012,LARCENY,39.34857,-76.68098
Arlington,2015,BURGLARY,39.34831,-76.68059
Arlington,2012,BURGLARY,39.34809,-76.68027
Arlington,2016,AGG. ASSAULT,39.34762,-76.6848
Arlington,2017,SHOOTING,39.34797,-76.6777
Arlington,2012,LARCENY,39.34523,-76.68153
Arlington,2017,AGG. ASSAULT,39.34887,-76.67631
Arlington,2012,AGG. ASSAULT,39.34906,-76.67615
Arlington,2016,COMMON ASSAULT,39.34608,-76.68065
Arlington,2017,AGG. ASSAULT,39.34487,-76.6834
Arlington,2016,LARCENY FROM AUTO,39.34523,-76.68153
Arlington,2013,BURGLARY,39.34802,-76.68173
Arlington,2012,LARCENY,39.34997,-76.67917
Arlington,2015,ROBBERY - STREET,39.34714,-76.679
Arlington,2016,AGG. ASSAULT,39.34655,-76.68412
Arlington,2015,ROBBERY - STREET,39.34714,-76.679
Arlington,2016,COMMON ASSAULT,39.3516,-76.68361
Arlington,2013,LARCENY FROM AUTO,39.34668,-76.67972
Arlington,2017,AGG. ASSAULT,39.34885,-76.68709
Arlington,2013,LARCENY,39.34608,-76.68065
Arlington,2017,BURGLARY,39.34954,-76.67761
Arlington,2013,BURGLARY,39.35084,-76.68489
Arlington,2012,LARCENY FROM AUTO,39.34925,-76.68647
Arlington,2015,LARCENY FROM AUTO,39.34668,-76.6838
Arlington,2014,ROBBERY - RESIDENCE,39.3476,-76.67826
Arlington,2012,COMMON ASSAULT,39.35232,-76.68448
Arlington,2013,COMMON ASSAULT,39.35084,-76.68489
Arlington,2012,BURGLARY,39.34803,-76.68399
Arlington,2015,SHOOTING,39.34618,-76.68051
Arlington,2015,COMMON ASSAULT,39.34768,-76.68361
Arlington,2017,AGG. ASSAULT,39.34768,-76.68361
Arlington,2013,AGG. ASSAULT,39.34523,-76.68153
Arlington,2016,ROBBERY - STREET,39.34838,-76.68667
Arlington,2012,LARCENY,39.34906,-76.67615
Arlington,2012,LARCENY FROM AUTO,39.34997,-76.67917
Arlington,2012,LARCENY FROM AUTO,39.34723,-76.68439
Arlington,2017,COMMON ASSAULT,39.34725,-76.67882
Arlington,2013,COMMON ASSAULT,39.35084,-76.68489
Arlington,2015,AGG. ASSAULT,39.34465,-76.68302
Arlington,2015,LARCENY,39.34733,-76.6845
Arlington,2017,COMMON ASSAULT,39.35176,-76.68345
Arlington,2016,LARCENY,39.34783,-76.68202
Arlington,2015,BURGLARY,39.3472,-76.68038
Arlington,2013,ROBBERY - COMMERCIAL,39.35212,-76.68401
Arlington,2016,LARCENY,39.34744,-76.68452
Arlington,2015,SHOOTING,39.34814,-76.68288
Arlington,2012,COMMON ASSAULT,39.34943,-76.68568
Arlington,2014,COMMON ASSAULT,39.34711,-76.68015
Arlington,2016,ROBBERY - COMMERCIAL,39.35202,-76.68385
Arlington,2013,HOMICIDE,39.34672,-76.68116
Arlington,2017,AGG. ASSAULT,39.34729,-76.68436
Arlington,2015,AGG. ASSAULT,39.34739,-76.68456
Arlington,2014,ROBBERY - CARJACKING,39.34997,-76.67917
Arlington,2015,AGG. ASSAULT,39.34906,-76.67615
Arlington,2013,COMMON ASSAULT,39.34862,-76.67798
Arlington,2013,COMMON ASSAULT,39.34523,-76.68153
Arlington,2017,AGG. ASSAULT,39.34885,-76.68709
Arlington,2017,BURGLARY,39.34685,-76.67945
Arlington,2012,BURGLARY,39.34944,-76.67727
Arlington,2015,AGG. ASSAULT,39.35008,-76.68684
Arlington,2013,BURGLARY,39.34943,-76.68568
Arlington,2017,ROBBERY - STREET,39.3493,-76.68025
Arlington,2017,LARCENY,39.35212,-76.68401
Arlington,2014,AGG. ASSAULT,39.34523,-76.68153
Arlington,2014,COMMON ASSAULT,39.34878,-76.68347
Arlington,2012,COMMON ASSAULT,39.34523,-76.68153
Arlington,2012,AGG. ASSAULT,39.34844,-76.67888
Arlington,2014,LARCENY FROM AUTO,39.35089,-76.68196
Arlington,2014,ROBBERY - STREET,39.35084,-76.68489
Arlington,2014,COMMON ASSAULT,39.34993,-76.68228
Arlington,2012,BURGLARY,39.35084,-76.68489
Arlington,2013,ASSAULT BY THREAT,39.35084,-76.68489
Arlington,2013,SHOOTING,39.34523,-76.68153
Arlington,2017,LARCENY,39.34962,-76.67792
Arlington,2013,AUTO THEFT,39.34896,-76.67741
Arlington,2013,LARCENY FROM AUTO,39.34779,-76.68364
Arlington,2013,BURGLARY,39.3475,-76.68459
Arlington,2012,AGG. ASSAULT,39.34906,-76.67615
Arlington,2013,LARCENY,39.34463,-76.68209
Arlington,2017,LARCENY,39.35212,-76.68401
Arlington,2012,LARCENY,39.34668,-76.67972
Arlington,2013,COMMON ASSAULT,39.35084,-76.68489
Arlington,2013,LARCENY FROM AUTO,39.34934,-76.68475
Arlington,2017,BURGLARY,39.34608,-76.68065
Arlington,2013,ROBBERY - STREET,39.34711,-76.68325
Arlington,2012,ROBBERY - STREET,39.35034,-76.68055
Arlington,2013,ASSAULT BY THREAT,39.34758,-76.68476
Arlington,2014,AUTO THEFT,39.34477,-76.68324
Arlington,2016,BURGLARY,39.34964,-76.68707
Arlington,2013,LARCENY FROM AUTO,39.35232,-76.68448
Arlington,2017,COMMON ASSAULT,39.34606,-76.68067
Arlington,2013,COMMON ASSAULT,39.34608,-76.68065
Arlington,2012,LARCENY,39.34885,-76.68522
Arlington,2015,ARSON,39.34608,-76.68065
Arlington,2015,COMMON ASSAULT,39.34523,-76.68153
Arlington,2017,COMMON ASSAULT,39.35212,-76.68401
Arlington,2017,AGG. ASSAULT,39.34488,-76.68343
Arlington,2013,COMMON ASSAULT,39.35084,-76.68489
Arlington,2012,LARCENY,39.35007,-76.68682
Arlington,2016,COMMON ASSAULT,39.3476,-76.67826
Arlington,2015,LARCENY,39.35089,-76.68196
Arlington,2016,AUTO THEFT,39.34467,-76.68205
Arlington,2016,AGG. ASSAULT,39.34722,-76.68551
Arlington,2017,BURGLARY,39.34916,-76.6764
Arlington,2013,COMMON ASSAULT,39.3516,-76.68361
Arlington,2017,AGG. ASSAULT,39.3476,-76.67826
Arlington,2015,ARSON,39.35084,-76.68489
Arlington,2016,AUTO THEFT,39.34917,-76.67995
Armistead Gardens,2013,BURGLARY,39.30611,-76.5555
Armistead Gardens,2015,AUTO THEFT,39.30373,-76.54859
Armistead Gardens,2014,ROBBERY - RESIDENCE,39.30833,-76.55071
Armistead Gardens,2017,LARCENY,39.30469,-76.54732
Armistead Gardens,2015,BURGLARY,39.30458,-76.54938
Armistead Gardens,2015,BURGLARY,39.30438,-76.55423
Armistead Gardens,2015,AGG. ASSAULT,39.30266,-76.54761
Armistead Gardens,2014,ROBBERY - COMMERCIAL,39.30246,-76.54646
Armistead Gardens,2017,ASSAULT BY THREAT,39.3047,-76.54906
Armistead Gardens,2016,LARCENY FROM AUTO,39.30608,-76.55264
Armistead Gardens,2012,LARCENY FROM AUTO,39.30284,-76.5521
Armistead Gardens,2013,LARCENY,39.30557,-76.55417
Armistead Gardens,2014,AUTO THEFT,39.30301,-76.54635
Armistead Gardens,2016,AGG. ASSAULT,39.30588,-76.55766
Armistead Gardens,2013,COMMON ASSAULT,39.30238,-76.54674
Armistead Gardens,2012,LARCENY,39.30852,-76.5568
Armistead Gardens,2012,AUTO THEFT,39.30463,-76.5458
Armistead Gardens,2013,LARCENY,39.30814,-76.55062
Armistead Gardens,2014,LARCENY,39.30815,-76.56099
Armistead Gardens,2017,LARCENY FROM AUTO,39.30491,-76.54515
Armistead Gardens,2017,COMMON ASSAULT,39.30438,-76.55423
Armistead Gardens,2012,AUTO THEFT,39.30762,-76.55516
Armistead Gardens,2016,LARCENY FROM AUTO,39.31078,-76.55663
Armistead Gardens,2012,COMMON ASSAULT,39.3061,-76.55302
Armistead Gardens,2017,COMMON ASSAULT,39.30282,-76.54687
Armistead Gardens,2013,BURGLARY,39.30538,-76.55127
Armistead Gardens,2012,ARSON,39.30868,-76.55175
Armistead Gardens,2014,LARCENY FROM AUTO,39.30808,-76.56089
Armistead Gardens,2012,AGG. ASSAULT,39.3018,-76.54861
Armistead Gardens,2012,ARSON,39.30865,-76.55165
Armistead Gardens,2013,AUTO THEFT,39.30415,-76.54796
Armistead Gardens,2015,LARCENY FROM AUTO,39.3041,-76.55072
Armistead Gardens,2015,ARSON,39.30473,-76.54496
Armistead Gardens,2016,LARCENY,39.30539,-76.5494
Armistead Gardens,2016,LARCENY FROM AUTO,39.30107,-76.55068
Armistead Gardens,2017,BURGLARY,39.30599,-76.54644
Armistead Gardens,2014,LARCENY,39.30265,-76.55057
Armistead Gardens,2016,COMMON ASSAULT,39.30464,-76.54751
Armistead Gardens,2012,AUTO THEFT,39.30592,-76.55772
Armistead Gardens,2016,BURGLARY,39.30737,-76.55158
Armistead Gardens,2012,BURGLARY,39.30568,-76.55398
Armistead Gardens,2015,LARCENY,39.30259,-76.54917
Armistead Gardens,2013,COMMON ASSAULT,39.30411,-76.54952
Armistead Gardens,2012,LARCENY,39.30815,-76.56099
Armistead Gardens,2012,LARCENY,39.30246,-76.54646
Armistead Gardens,2016,AGG. ASSAULT,39.30608,-76.55573
Armistead Gardens,2014,BURGLARY,39.30864,-76.55665
Armistead Gardens,2012,AGG. ASSAULT,39.30502,-76.54541
Armistead Gardens,2017,AUTO THEFT,39.30539,-76.5494
Armistead Gardens,2016,BURGLARY,39.30344,-76.55094
Armistead Gardens,2014,LARCENY,39.30815,-76.56099
Armistead Gardens,2013,BURGLARY,39.30651,-76.54795
Armistead Gardens,2012,COMMON ASSAULT,39.30336,-76.55083
Armistead Gardens,2016,LARCENY,39.30667,-76.54836
Armistead Gardens,2012,BURGLARY,39.30599,-76.54644
Armistead Gardens,2017,AUTO THEFT,39.30545,-76.5472
Armistead Gardens,2012,COMMON ASSAULT,39.30594,-76.55775
Armistead Gardens,2012,BURGLARY,39.30495,-76.54531
Armistead Gardens,2017,BURGLARY,39.30818,-76.55196
Armistead Gardens,2012,LARCENY,39.30246,-76.54646
Armistead Gardens,2013,LARCENY FROM AUTO,39.30853,-76.55283
Armistead Gardens,2016,AUTO THEFT,39.30808,-76.56089
Armistead Gardens,2015,ROBBERY - STREET,39.30457,-76.54572
Armistead Gardens,2012,BURGLARY,39.30613,-76.54651
Armistead Gardens,2014,LARCENY FROM AUTO,39.30609,-76.55268
Armistead Gardens,2017,BURGLARY,39.30601,-76.55786
Armistead Gardens,2012,LARCENY,39.30556,-76.54858
Armistead Gardens,2012,COMMON ASSAULT,39.30259,-76.54927
Armistead Gardens,2013,COMMON ASSAULT,39.30434,-76.55077
Armistead Gardens,2014,LARCENY,39.30871,-76.55805
Armistead Gardens,2013,BURGLARY,39.30764,-76.55613
Armistead Gardens,2016,AUTO THEFT,39.30808,-76.56089
Armistead Gardens,2012,LARCENY,39.30658,-76.55795
Armistead Gardens,2014,AGG. ASSAULT,39.30728,-76.55974
Armistead Gardens,2016,COMMON ASSAULT,39.31099,-76.55551
Armistead Gardens,2017,LARCENY,39.30815,-76.56099
Armistead Gardens,2015,LARCENY FROM AUTO,39.30968,-76.55783
Armistead Gardens,2017,ASSAULT BY THREAT,39.30816,-76.55168
Armistead Gardens,2017,ARSON,39.30658,-76.54808
Armistead Gardens,2017,BURGLARY,39.30767,-76.55518
Armistead Gardens,2013,LARCENY FROM AUTO,39.30766,-76.55607
Armistead Gardens,2014,COMMON ASSAULT,39.30469,-76.54739
Armistead Gardens,2017,BURGLARY,39.30756,-76.55623
Armistead Gardens,2013,LARCENY,39.30442,-76.55429
Armistead Gardens,2015,COMMON ASSAULT,39.30661,-76.55792
Armistead Gardens,2013,COMMON ASSAULT,39.3056,-76.55017
Ashburton,2012,LARCENY,39.32647,-76.66921
Ashburton,2014,BURGLARY,39.32994,-76.67246
Ashburton,2012,COMMON ASSAULT,39.32896,-76.67614
Ashburton,2013,LARCENY,39.32911,-76.6699
Ashburton,2013,BURGLARY,39.33166,-76.67488
Ashburton,2017,LARCENY FROM AUTO,39.32352,-76.66614
Ashburton,2014,AUTO THEFT,39.32499,-76.67366
Ashburton,2015,HOMICIDE,39.32252,-76.66569
Ashburton,2013,COMMON ASSAULT,39.32629,-76.672
Ashburton,2014,LARCENY FROM AUTO,39.33157,-76.6715
Ashburton,2013,BURGLARY,39.32623,-76.66488
Ashburton,2012,ASSAULT BY THREAT,39.32712,-76.67138
Ashburton,2014,BURGLARY,39.3252,-76.66652
Ashburton,2015,AUTO THEFT,39.32575,-76.67665
Ashburton,2012,ROBBERY - COMMERCIAL,39.33451,-76.67411
Ashburton,2014,COMMON ASSAULT,39.32575,-76.66511
Ashburton,2012,ROBBERY - CARJACKING,39.33072,-76.674
Ashburton,2012,ROBBERY - STREET,39.32661,-76.67019
Ashburton,2014,BURGLARY,39.32341,-76.66619
Ashburton,2013,AGG. ASSAULT,39.32762,-76.67442
Ashburton,2016,LARCENY,39.32906,-76.67264
Ashburton,2017,LARCENY,39.32688,-76.66569
Ashburton,2014,BURGLARY,39.3344,-76.67572
Ashburton,2017,BURGLARY,39.32597,-76.6763
Ashburton,2012,AGG. ASSAULT,39.32726,-76.67361
Ashburton,2012,LARCENY FROM AUTO,39.33079,-76.67547
Ashburton,2017,LARCENY FROM AUTO,39.32378,-76.66997
Ashburton,2014,LARCENY FROM AUTO,39.32672,-76.66488
Ashburton,2012,AUTO THEFT,39.33467,-76.67181
Ashburton,2013,AUTO THEFT,39.32252,-76.66569
Ashburton,2012,BURGLARY,39.32618,-76.66706
Ashburton,2014,ROBBERY - STREET,39.33038,-76.67313
Ashburton,2014,LARCENY,39.33596,-76.6755
Ashburton,2015,BURGLARY,39.32632,-76.66487
Ashburton,2014,LARCENY FROM AUTO,39.33157,-76.67358
Ashburton,2014,ROBBERY - COMMERCIAL,39.33463,-76.67421
Ashburton,2014,BURGLARY,39.33072,-76.674
Ashburton,2014,BURGLARY,39.32898,-76.67621
Ashburton,2013,BURGLARY,39.32428,-76.6703
Ashburton,2015,ROBBERY - COMMERCIAL,39.33512,-76.67465
Ashburton,2014,BURGLARY,39.32896,-76.67614
Ashburton,2012,AUTO THEFT,39.33069,-76.67512
Ashburton,2014,LARCENY,39.32575,-76.66503
Ashburton,2015,LARCENY FROM AUTO,39.32609,-76.67632
Ashburton,2017,AGG. ASSAULT,39.33386,-76.674
Ashburton,2012,LARCENY FROM AUTO,39.33381,-76.67397
Ashburton,2013,AUTO THEFT,39.32596,-76.66835
Ashburton,2012,BURGLARY,39.32568,-76.66506
Ashburton,2013,LARCENY,39.33596,-76.6755
Ashburton,2015,BURGLARY,39.32809,-76.66648
Ashburton,2013,BURGLARY,39.32839,-76.66748
Ashburton,2015,ROBBERY - COMMERCIAL,39.33596,-76.6755
Ashburton,2014,LARCENY,39.32759,-76.67443
Ashburton,2013,LARCENY,39.32598,-76.66614
Ashburton,2016,LARCENY,39.32254,-76.66575
Ashburton,2016,COMMON ASSAULT,39.32428,-76.6717
Ashburton,2013,AGG. ASSAULT,39.33563,-76.6732
Ashburton,2016,ROBBERY - STREET,39.32331,-76.66748
Ashburton,2013,AUTO THEFT,39.32829,-76.6741
